id,key,title,doc_date,doc_type,country,project_id,screen_status,already_have,topics,pdf_url,web_url,report_name,report_no
40096647,P163829,"Ethiopia - Economic Opportunities Program
",2026-03-10T04:00:00Z,Implementation Completion and Results Report,Ethiopia,ET-Ethiopia Economic Opportunities Program -- P163829,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099040926200026043/pdf/BOSIB-c45f3f01-030e-4d88-8d47-c809dd30a44f.pdf,http://documents.worldbank.org/curated/en/099040926200026043,NA,ICR00489
30943852,P163830,Somalia - Emergency Drought Response and Recovery Project,2019-03-25T04:00:00Z,Implementation Completion and Results Report,Eastern Africa,3E-Somalia Emergency Drought Response and Recovery Project -- P163830,in_scope,FALSE,"Agriculture,Environment,Health, Nutrition and Population,Water Resources",http://documents.worldbank.org/curated/en/870601553891552738/pdf/Somalia-Emergency-Drought-Response-and-Recovery-Project.pdf,http://documents.worldbank.org/curated/en/870601553891552738,Somalia - Emergency Drought Response and Recovery Project,ICR4636
33758938,P163857,Somalia - Urban Resilience Project,2022-02-25T05:00:00Z,Implementation Completion and Results Report,Somalia,SO-Somalia Urban Resilience Project -- P163857,in_scope,FALSE,"Agriculture,Urban Development,Water Resources,Water Supply and Sanitation",http://documents.worldbank.org/curated/en/987631647364596215/pdf/Somalia-Urban-Resilience-Project.pdf,http://documents.worldbank.org/curated/en/987631647364596215,Somalia - Urban Resilience Project,ICR5638
33875176,P163923,Implementation Completion and Results Report (ICR) Document - Adolescent Nutrition-Sensitive Agriculture Pilot Project - P163923,2022-07-29T04:00:00Z,Implementation Completion and Results Report,Malawi,MW-Adolescent Nutrition-Sensitive Agriculture Pilot Project -- P163923,in_scope,FALSE,NA,http://documents.worldbank.org/curated/en/099155007292248274/pdf/P1639230cccc1b03088ca0885175cd9817.pdf,http://documents.worldbank.org/curated/en/099155007292248274,NA,ICR00005604
40111896,P163954,Guinea-Bissau - Strengthening Maternal and Child Health Service Delivery Project,2026-06-25T04:00:00Z,Implementation Completion and Results Report,Guinea-Bissau,GW-Guinea-Bissau Strengthening Maternal and Child Health Service Delivery -- P163954,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099062426111023201/pdf/BOSIB-f8e5634a-0fe8-4186-a167-b628e9e0a9a0.pdf,http://documents.worldbank.org/curated/en/099062426111023201,NA,ICR00643
32475920,P163958,Zambia - Scaling Solar Energy Project,2020-09-30T04:00:00Z,Implementation Completion and Results Report,Zambia,"ZM-Second Scaling Solar Guarantee -- P163958,ZM-Zambia Scaling Solar Energy Guarantee Project -- P157943",in_scope,FALSE,"Energy,Rural Development",http://documents.worldbank.org/curated/en/865501602254044494/pdf/Zambia-Scaling-Solar-Energy-Project.pdf,http://documents.worldbank.org/curated/en/865501602254044494,Zambia - Scaling Solar Energy Project,149467
33846789,P163969,Nigeria - Basic Healthcare Provision Fund Project,2022-05-20T04:00:00Z,Implementation Completion and Results Report,Nigeria,NG-BASIC HEALTHCARE PROVISION FUND PROJECT (HUWE PROJECT) -- P163969,to_screen,FALSE,"Health, Nutrition and Population,Industry",http://documents.worldbank.org/curated/en/448121655819922948/pdf/Nigeria-Basic-Healthcare-Provision-Fund-Project.pdf,http://documents.worldbank.org/curated/en/448121655819922948,Nigeria - Basic Healthcare Provision Fund Project,ICR5844
40114650,P164031,"Nigeria - Ogun State Economic Transformation Project
",2026-06-26T04:00:00Z,Implementation Completion and Results Report,Nigeria,NG-Ogun State Economic Transformation Project -- P164031,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099063026203033901/pdf/BOSIB-6f82f0eb-eaaa-4781-a851-d053c7a8a90e.pdf,http://documents.worldbank.org/curated/en/099063026203033901,NA,ICR00780
40111928,P164052,Mali - Drylands Development Project,2026-06-24T04:00:00Z,Implementation Completion and Results Report,Mali,ML-Mali Drylands Development Project -- P164052,in_scope,FALSE,NA,https://documents.worldbank.org/curated/en/099062426120528572/pdf/BOSIB-f6ad61b1-85d4-44b5-889d-47a90e636ae9.pdf,http://documents.worldbank.org/curated/en/099062426120528572,NA,ICR00600
34063187,P164145,Côte d’Ivoire - Energies Guarantee Project,2023-04-12T04:00:00Z,Implementation Completion and Results Report,Cote d'Ivoire,CI-Cote d'Ivoire: CI-ENERGIES Guarantee Project -- P164145,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/099051523131032913/pdf/BOSIB1d66c985308618926101fa15812ae7.pdf,http://documents.worldbank.org/curated/en/099051523131032913,NA,180787
34244403,P164164,Djibouti - Towards Zero Stunting and Responding to COVID-19 and Other Emergencies Project,2024-01-22T05:00:00Z,Implementation Completion and Results Report,Djibouti,DJ-Towards Zero Stunting and Responding to COVID-19 and Other Emergencies -- P164164,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/099012324143027539/pdf/BOSIB1581bee3009418b2a13765a1a558f5.pdf,http://documents.worldbank.org/curated/en/099012324143027539,NA,ICR6498
33210310,P164175,Implementation Completion and Results Report (ICR) Document - Somali Petroleum Technical Assistance Project (SOPTAP) - P164175,2021-06-24T04:00:00Z,Implementation Completion and Results Report,"World,Somalia",SO-Somali Petroleum Technical Assistance Project (SOPTAP) -- P164175,to_screen,FALSE,"Environment,Industry,Social Development",http://documents.worldbank.org/curated/en/107271624552895742/pdf/Implementation-Completion-and-Results-Report-ICR-Document-Somali-Petroleum-Technical-Assistance-Project-SOPTAP-P164175.pdf,http://documents.worldbank.org/curated/en/107271624552895742,Implementation Completion and Results Report (ICR) Document - Somali Petroleum Technical Assistance Project (SOPTAP) - P164175,ICR00004911
34446777,P164211,Ghana - Tourism Development Project,2024-12-24T05:00:00Z,Implementation Completion and Results Report,Ghana,GH-Tourism Development Project -- P164211,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099011625124512047/pdf/BOSIB-5fd41331-85ca-4590-a193-d7c6d4a6d956.pdf,http://documents.worldbank.org/curated/en/099011625124512047,NA,ICR00173
40112941,P164225,"Guinea - Electricity Access Scale Up Project 
",2026-06-26T04:00:00Z,Implementation Completion and Results Report,Guinea,GN-Guinea Electricity Access Scale Up Project -- P164225,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099062626175012734/pdf/BOSIB-2be21b2e-34c7-4e27-986a-01ff0c3233a2.pdf,http://documents.worldbank.org/curated/en/099062626175012734,NA,ICR00756
34460901,P164262,Senegal - Rural Water Supply and Sanitation Project,2025-02-26T05:00:00Z,Implementation Completion and Results Report,Senegal,SN-Senegal Rural Water Supply and Sanitation Project -- P164262,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099022725114010510/pdf/BOSIB-8242c3c6-6251-46f3-84bf-8d988b8128bf.pdf,http://documents.worldbank.org/curated/en/099022725114010510,NA,ICR00325
34176793,P164271,Niger - Governance of Extractives for Local Development COVID-19 response Project,2023-10-03T04:00:00Z,Implementation Completion and Results Report,Niger,NE-Governance of Extractives for Local Development & COVID-19 response Project -- P164271,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099100223125036710/pdf/BOSIB-eb0b1ca8-c64f-4ae3-ad43-26b80e459b75.pdf,http://documents.worldbank.org/curated/en/099100223125036710,NA,ICR6227
40075940,P164293,"Burkina Faso - Higher Education Support Project
",2025-09-30T04:00:00Z,Implementation Completion and Results Report,Burkina Faso,BF-Burkina Faso Higher Education Support Project -- P164293,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099121525181539015/pdf/BOSIB-c60ecc12-6817-42ac-b713-68783e4d4d44.pdf,http://documents.worldbank.org/curated/en/099121525181539015,NA,ICR00180
34174727,P164294,Cabo Verde - Education and Skills Development Enhancement Project,2023-09-30T04:00:00Z,Implementation Completion and Results Report,Cabo Verde,CV-Cabo Verde Education and Skills Development Enhancement Project -- P164294,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099092923150012000/pdf/BOSIB-6173f850-eb37-4e6d-b2c8-bba7592e03c4.pdf,http://documents.worldbank.org/curated/en/099092923150012000,NA,ICR6220
34465533,P164295,Central African Republic - Emergency Basic Education Support Project,2025-03-04T05:00:00Z,Implementation Completion and Results Report,Central African Republic,CF-Central African Republic Emergency Basic Education Support Project -- P164295,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099031025151523441/pdf/BOSIB-76de260b-9347-41c7-a8f3-b3fdf52fd4aa.pdf,http://documents.worldbank.org/curated/en/099031025151523441,NA,ICR00323
40115675,P164302,Cote d'Ivoire - Enhancing Government Effectiveness for Improved Public Services Project,2026-06-30T04:00:00Z,Implementation Completion and Results Report,Cote d'Ivoire,CI-Enhancing Government Effectiveness for Improved Public Services -- P164302,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099070726135540740/pdf/BOSIB-289c80fa-e02c-42e1-bf72-61d2ab8370ff.pdf,http://documents.worldbank.org/curated/en/099070726135540740,NA,ICR00751
34269725,P164326,Guinea - Integrated Agricultural Development Project,2024-02-28T05:00:00Z,Implementation Completion and Results Report,Guinea,GN-Guinea Integrated Agricultural Development Project (PDAIG) -- P164326,in_scope,TRUE,NA,http://documents.worldbank.org/curated/en/099022924111534438/pdf/BOSIB186b84ed80ae18a9110bfe5edd6eec.pdf,http://documents.worldbank.org/curated/en/099022924111534438,NA,ICR6482
40109737,P164331,"Malawi - Electricity Access Project
",2026-06-16T04:00:00Z,Implementation Completion and Results Report,Malawi,MW-Malawi - Electricity Access Project -- P164331,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099061626131016737/pdf/BOSIB-dead1247-6cc8-4651-bdd4-d97385d0147e.pdf,http://documents.worldbank.org/curated/en/099061626131016737,NA,ICR00760
40108844,P164336,"Ethiopia - Lowlands Livelihood Resilience Project 
",2026-06-10T04:00:00Z,Implementation Completion and Results Report,Ethiopia,ET-Lowlands Livelihood Resilience Project -- P164336,in_scope,FALSE,NA,https://documents.worldbank.org/curated/en/099061226093523735/pdf/BOSIB-8c59b3bc-b5ec-4178-ae59-7116ee38cd9b.pdf,http://documents.worldbank.org/curated/en/099061226093523735,NA,ICR00705
40019742,P164431,Mozambique - Smallholder Irrigated Agriculture and Market Access Project,2025-05-30T04:00:00Z,Implementation Completion and Results Report,Mozambique,MZ-Smallholder Irrigated Agriculture and Market Access Project- IRRIGA  1 -- P164431,in_scope,TRUE,NA,https://documents.worldbank.org/curated/en/099060525034039833/pdf/BOSIB-6c4eb37c-15cd-4666-b33d-e2af239a4c6d.pdf,http://documents.worldbank.org/curated/en/099060525034039833,NA,ICR00382
32482445,P164442,Central African Republic - First and Second State Consolidation Development Program,2020-09-25T04:00:00Z,Implementation Completion and Results Report,Central African Republic,CF-State Consolidation Development Program 2 -- P164442,in_scope,TRUE,"Agriculture,Energy,Environment,Information and Communication Technologies,Public Sector Development,Rural Development,Water Resources",http://documents.worldbank.org/curated/en/528161602602657710/pdf/Central-African-Republic-First-and-Second-State-Consolidation-Development-Program.pdf,http://documents.worldbank.org/curated/en/528161602602657710,Central African Republic - First and Second State Consolidation Development Program,ICR4971
34297221,P164445,Malawi - Second Agriculture Sector Wide Approach Support Project,2024-03-29T04:00:00Z,Implementation Completion and Results Report,Malawi,MW-Second Agriculture Sector Wide Approach Support Project -- P164445,in_scope,FALSE,NA,https://documents.worldbank.org/curated/en/099040524092034679/pdf/BOSIB-bfe76fe3-af72-4e1c-b359-834aa4943207.pdf,http://documents.worldbank.org/curated/en/099040524092034679,NA,ICR6513
40085196,P164486,"Angola, Lesotho - Agricultural Productivity Program for Southern Africa Project",2025-12-31T05:00:00Z,Implementation Completion and Results Report,"Lesotho,Angola",3E-Agricultural Productivity Program for Southern Africa - Angola & Lesotho -- P164486,in_scope,TRUE,NA,https://documents.worldbank.org/curated/en/099020926094015349/pdf/BOSIB-ec5d0b5b-87ec-420d-8c0c-9f4e61b42710.pdf,http://documents.worldbank.org/curated/en/099020926094015349,NA,ICR00458
34326407,P164509,Niger - Agricultural and Livestock Transformation Project,2024-01-30T05:00:00Z,Implementation Completion and Results Report,Niger,NE-AGRICULTURAL AND LIVESTOCK TRANSFORMATION PROJECT -- P164509,in_scope,TRUE,NA,https://documents.worldbank.org/curated/en/099947505282416455/pdf/SECBOS-b6a406c9-ce6e-4a3e-9f6d-3809ff6477df.pdf,http://documents.worldbank.org/curated/en/099947505282416455,NA,ICR6402
34461789,P164520,"Rwanda - Sustainable Agricultural Intensification and Food Security Project
",2025-02-27T05:00:00Z,Implementation Completion and Results Report,Rwanda,RW-Sustainable Agricultural Intensification and Food Security Project -- P164520,in_scope,FALSE,NA,https://documents.worldbank.org/curated/en/099022825123514240/pdf/BOSIB-b621dfcb-3c4b-42ed-8780-cc96bbca6e3a.pdf,http://documents.worldbank.org/curated/en/099022825123514240,NA,ICR00119
34227401,P164529,Chad - Digitalization of Revenue Administrations and COVID-19 Response Project,2023-12-20T05:00:00Z,Implementation Completion and Results Report,Chad,TD-Chad Digitalization of Revenue Administrations and COVID-19 Response Project -- P164529,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099122223190572922/pdf/BOSIB-cb55e71f-1eec-4f0c-9ff5-686cca765365.pdf,http://documents.worldbank.org/curated/en/099122223190572922,NA,ICR6369
34431989,P164536,Madagascar - Integrated Growth Poles and Corridor SOP-2 Project,2024-11-25T05:00:00Z,Implementation Completion and Results Report,Madagascar,MG-Madagascar Integrated Growth Poles and Corridor SOP-2 -- P164536,to_screen,TRUE,NA,https://documents.worldbank.org/curated/en/099120324162526276/pdf/BOSIB-e6a1e110-0c8b-4d46-8589-7ea0bafd110f.pdf,http://documents.worldbank.org/curated/en/099120324162526276,NA,ICR00080
40085166,P164546,"Burkina Faso, Djibouti, Ghana, Guinea, Senegal - First Africa Higher Education Centers of Excellence for Development Impact Project",2025-12-30T05:00:00Z,Implementation Completion and Results Report,Africa,3W-First Africa Higher Education Centers of Excellence for Development Impact Project -- P164546,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099020926080534628/pdf/BOSIB-d33e3025-275d-42c7-8619-9ca8cf311801.pdf,http://documents.worldbank.org/curated/en/099020926080534628,NA,ICR00627
34292482,P164563,Niger - Refugees and Host Communities Support Project,2024-03-29T04:00:00Z,Implementation Completion and Results Report,Niger,NE-Niger Refugees and Host Communities Support Project -- P164563,to_screen,TRUE,NA,http://documents.worldbank.org/curated/en/099032824155530209/pdf/BOSIB12089bfbf0331a8f7144d4aedf75be.pdf,http://documents.worldbank.org/curated/en/099032824155530209,NA,ICR6508
34456878,P164584,Comoros - Integrated Development and Competitiveness Project,2025-01-31T05:00:00Z,Implementation Completion and Results Report,Comoros,KM-Integrated Development and Competitiveness Project -- P164584,to_screen,TRUE,NA,https://documents.worldbank.org/curated/en/099021425154014233/pdf/BOSIB-0d127c7f-cc32-4ee5-8bb7-a3bad77275c7.pdf,http://documents.worldbank.org/curated/en/099021425154014233,NA,ICR00018
34169342,P164603,Ghana - Productive Safety Net Project,2023-09-01T04:00:00Z,Implementation Completion and Results Report,Ghana,GH-Ghana Productive Safety Net Project -- P164603,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/099092623172012820/pdf/BOSIB07cef8f77095097b9043c40a87c86c.pdf,http://documents.worldbank.org/curated/en/099092623172012820,NA,ICR6198
